WISE Name,Catalog,GLong<br>(deg.),GLat<br>(deg.),Radius<br>(arcsec.),HII Region,Membership,VLSR<br>(km/s),Author,VLSR (Mol.)<br>(km/s),Molecule,KDAR,Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,RGal<br>(kpc),z<br>(pc),GLIMPSE 8um<br>(Jy),WISE 12um<br>(Jy),WISE 22um<br>(Jy),MIPSGAL 24um<br>(Jy),Hi-Gal 70um<br>(Jy),Hi-Gal 160um<br>(Jy),HRDS 3cm<br>(Jy),MAGPIS 20cm<br>(Jy),VGPS 21cm<br>(Jy)
G002.143+00.009,C,2.144,0.010,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.164+00.010,C,2.165,0.010,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.245-00.677,Q,2.246,-0.677,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.257+00.232,Q,2.257,0.233,39,,G002.303+00.243,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.272+00.237,K,2.272,0.237,284,G002.303+00.243,G002.303+00.243,4.9,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.307+00.227,Q,2.308,0.228,45,,G002.303+00.243,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.317-00.149,C,2.317,-0.149,85,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.374-00.053,C,2.374,-0.053,56,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.404+00.068,K,2.404,0.068,51,G002.404+00.068,,7.1,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,291.95,0.00,0.00
G002.418+00.078,Q,2.419,0.078,115,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.422-00.611,K,2.423,-0.611,88,G002.418-00.611,,7.8,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,61.43,0.00,0.00
G002.440+00.479,C,2.440,0.480,85,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.451+00.136,Q,2.451,0.136,42,,,,,9.1,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.516-00.141,C,2.516,-0.141,135,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.521-00.024,K,2.522,-0.023,171,G002.510-00.028,,8.3,"Lockman, Pisano, Howard (1996)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.542-00.152,C,2.542,-0.152,56,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.561-01.184,Q,2.561,-1.183,211,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.584-00.008,C,2.585,-0.007,53,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.590+00.010,Q,2.590,0.010,46,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.596-00.030,C,2.597,-0.030,45,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.600+00.174,Q,2.601,0.175,132,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.614+00.133,K,2.614,0.133,60,G002.611+00.135,,102.4,Lockman (1989),96.1;12.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.635+00.166,Q,2.635,0.167,61,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.675+00.037,C,2.676,0.038,46,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.681+00.011,Q,2.682,0.011,75,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.683+00.138,Q,2.684,0.138,42,,,,,10.2,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.696+00.033,Q,2.697,0.033,47,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.733-00.412,Q,2.733,-0.411,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.736-00.083,C,2.736,-0.082,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.773+00.107,Q,2.773,0.107,56,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.813-00.141,K,2.813,-0.140,107,G002.819-00.132,,2.5,"Lockman, Pisano, Howard (1996)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.883-00.204,C,2.884,-0.204,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.889-00.044,K,2.890,-0.044,283,G002.901-00.003,,-2.1,Quireza et al. (2006),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.893+00.023,C,2.893,0.024,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.940+00.120,Q,2.940,0.120,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G002.961-00.053,K,2.961,-0.053,59,G002.961-00.053a,,18.1;-3.5,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,229.24,0.00,0.00
G003.070+00.514,Q,3.071,0.515,76,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.251-00.276,K,3.252,-0.275,188,FQ601,,5.1,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.266-00.061,K,3.267,-0.061,392,G003.270-00.100,G003.270-00.100,7.1,Quireza et al. (2006),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.318-00.417,Q,3.318,-0.416,36,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.318-00.030,G,3.319,-0.030,48,,G003.270-00.100,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.349-00.078,K,3.350,-0.077,72,G003.342-00.079,,8.3,Lockman (1989),9.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.391-00.094,Q,3.391,-0.093,16,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.391+00.883,Q,3.392,0.883,81,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.439-00.349,K,3.439,-0.349,42,G003.439-00.349,,-21.6,Anderson et al. (2011),-23.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,131.85,0.00,0.00
G003.442-00.650,K,3.443,-0.649,120,G003.449-00.647,,0.1,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,129.46,0.00,0.00
G003.462-00.014,Q,3.463,-0.014,16,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.497-00.326,Q,3.498,-0.326,35,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.555-00.808,Q,3.556,-0.808,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.555-00.799,Q,3.556,-0.798,14,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.570+00.050,C,3.570,0.051,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.577-00.237,Q,3.577,-0.236,51,,FQ600,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.607-00.209,K,3.608,-0.209,152,FQ600,FQ600,"-27.0;8.8",Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.627+00.087,Q,3.628,0.087,64,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.647+00.089,Q,3.648,0.090,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.650-00.122,K,3.650,-0.121,72,G003.655-00.111,,4.6,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.664-00.098,K,3.665,-0.097,31,G003.665-00.097,G003.665-00.097,6.2,Anderson et al. (2015b),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,380.11,0.00,0.00
G003.676-00.100,G,3.677,-0.100,29,,G003.665-00.097,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.690-00.271,Q,3.691,-0.271,49,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.716-00.225,K,3.717,-0.225,168,FQ602,,4.1;-28.9,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.720+00.014,C,3.720,0.015,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.740-00.080,Q,3.740,-0.080,41,,,,,4.5,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.741+00.023,C,3.741,0.023,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.759+00.081,Q,3.759,0.081,49,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.765+00.039,C,3.766,0.039,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.791+00.091,Q,3.791,0.091,33,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.802-00.226,Q,3.802,-0.225,172,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.826-01.048,Q,3.826,-1.047,161,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.836-00.180,C,3.837,-0.180,54,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.877-00.034,Q,3.877,-0.033,70,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.911-00.001,Q,3.912,-0.000,38,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.928-00.116,K,3.928,-0.116,42,G003.928-00.116,,32.1,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,205.05,0.00,0.00
G003.928+00.010,Q,3.929,0.010,50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.940-00.383,Q,3.941,-0.382,52,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.959-00.094,K,3.960,-0.094,134,G003.949-00.100,,6.5,"Lockman, Pisano, Howard (1996)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.961-00.212,Q,3.961,-0.211,15,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.975-00.797,Q,3.975,-0.796,119,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G003.999+00.337,K,4.000,0.338,59,G003.999+00.341,,7.3,Anderson et al. (2015b),12.2,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.009-00.295,Q,4.009,-0.295,67,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.011-00.153,Q,4.011,-0.152,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.017-00.032,Q,4.017,-0.031,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.021-00.105,Q,4.022,-0.105,29,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.037-00.107,Q,4.037,-0.106,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.056-00.015,Q,4.056,-0.014,34,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.108+00.022,Q,4.109,0.023,72,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.125+00.060,Q,4.125,0.060,115,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.132-01.017,Q,4.133,-1.016,302,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.164-00.209,Q,4.165,-0.209,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.167-00.188,Q,4.167,-0.187,18,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.178-00.242,Q,4.179,-0.242,48,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.195-00.052,C,4.196,-0.051,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.202-00.027,C,4.203,-0.027,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.232+00.625,Q,4.233,0.626,66,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.270+00.038,Q,4.270,0.039,129,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.283+00.031,C,4.284,0.031,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.333-00.196,Q,4.333,-0.195,16,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.343+00.115,K,4.343,0.116,113,G004.346+00.115,,7.0,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,1213.56,0.00,0.00
G004.354-00.456,Q,4.355,-0.455,35,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.389-00.359,Q,4.390,-0.359,30,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.404-00.357,Q,4.404,-0.357,33,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.409+00.110,K,4.409,0.111,235,G004.412+00.118,,4.1,Lockman (1989),4.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.491-00.143,C,4.491,-0.143,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.497-00.959,Q,4.497,-0.958,147,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.525-00.136,G,4.525,-0.136,84,,G004.527-00.136,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.530-00.105,G,4.530,-0.105,43,,G004.527-00.136,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.532+00.361,Q,4.532,0.362,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.557-00.124,K,4.558,-0.123,157,G004.527-00.136,G004.527-00.136,10.2,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,549.02,0.00,0.00
G004.565-00.130,Q,4.566,-0.130,43,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.593-00.057,Q,4.593,-0.057,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.610+00.180,Q,4.610,0.180,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.613-00.150,G,4.613,-0.149,61,,G004.527-00.136,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.753+00.308,Q,4.753,0.309,83,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.780-00.198,Q,4.781,-0.198,382,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G004.860-00.223,C,4.861,-0.223,122,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.035+00.140,C,5.035,0.140,76,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.046-00.195,C,5.046,-0.194,65,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.060-00.276,Q,5.061,-0.275,39,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.065-00.043,Q,5.066,-0.042,51,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.068+00.275,K,5.069,0.275,274,G005.049+00.254,,12.0,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.084+00.002,Q,5.084,0.003,15,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.101-00.001,C,5.102,-0.001,51,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.139-00.094,Q,5.140,-0.094,51,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.186-00.083,Q,5.187,-0.083,21,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.189-00.285,K,5.189,-0.285,132,G005.193-00.284,,1.9,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.189-00.354,C,5.190,-0.353,82,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.332+00.081,K,5.332,0.081,546,G005.332+00.081,,11.8,"Lockman, Pisano, Howard (1996)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.387+00.248,Q,5.388,0.249,88,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.401-00.272,C,5.401,-0.272,48,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.475-00.243,K,5.475,-0.243,105,G005.479-00.241,G005.479-00.241,21.4,Lockman (1989),26.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.484-00.232,K,5.484,-0.232,16,G005.479-00.241,G005.479-00.241,21.4,Lockman (1989),26.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.493-00.103,Q,5.493,-0.103,17,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.503-00.252,G,5.504,-0.252,46,,G005.479-00.241,,,22.0,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.524+00.033,K,5.524,0.033,42,G005.524+00.033,,23.3,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,248.62,0.00,0.00
G005.544-00.214,Q,5.544,-0.214,11,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.551-00.208,Q,5.552,-0.208,13,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.575-00.268,Q,5.575,-0.268,241,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.579+00.412,Q,5.579,0.413,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.585-00.380,C,5.585,-0.379,30,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.589-00.245,C,5.590,-0.244,20,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.629-00.293,C,5.630,-0.293,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.633+00.238,K,5.633,0.238,59,G005.633+00.240,,6.3,Anderson et al. (2011),7.9,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,171.98,0.00,0.00
G005.637+00.232,K,5.638,0.233,19,G005.633+00.240,,6.3,Anderson et al. (2011),7.9,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,171.98,0.00,0.00
G005.705-00.127,Q,5.705,-0.127,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.806-00.423,Q,5.807,-0.423,32,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.841-00.515,Q,5.841,-0.514,37,,,,,16.2,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.845-00.422,G,5.846,-0.422,80,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.855+00.355,Q,5.855,0.355,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.883-00.399,K,5.883,-0.398,22,G005.900-00.427,G005.900-00.427,9.9,Quireza et al. (2006),9.2,NH3,,03.0,00.2,Parallax,05.5,-020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.885-00.393,K,5.886,-0.392,22,G005.900-00.427,G005.900-00.427,9.9,Quireza et al. (2006),9.2,NH3,,03.0,00.2,Parallax,05.5,-020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.886-00.331,Q,5.886,-0.330,20,,G005.900-00.427,,,10.1,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.887-00.443,K,5.888,-0.443,436,G005.900-00.427,G005.900-00.427,9.9,Quireza et al. (2006),,,,03.0,00.2,Parallax,05.5,-023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.894-00.321,Q,5.894,-0.321,33,,G005.900-00.427,,,10.1,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.900-00.431,K,5.900,-0.430,107,G005.900-00.427,G005.900-00.427,9.9,Quireza et al. (2006),6.6,NH3,,03.0,00.2,Parallax,05.5,-022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.902-00.360,Q,5.903,-0.359,26,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.905-00.460,G,5.906,-0.460,60,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.906+00.095,Q,5.906,0.096,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.915-00.354,G,5.916,-0.353,149,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.923-00.392,Q,5.924,-0.392,23,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.932-00.091,Q,5.932,-0.090,73,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.933-00.416,Q,5.933,-0.415,8,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.939-00.426,G,5.940,-0.426,60,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.946-00.142,Q,5.946,-0.141,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.953-00.475,Q,5.954,-0.475,16,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.956-00.420,Q,5.957,-0.419,25,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.975-00.431,Q,5.976,-0.430,33,,G005.900-00.427,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.981-00.002,Q,5.982,-0.001,45,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G005.987-01.191,K,5.988,-1.191,429,G005.974-01.178; M8,,2.7,Quireza et al. (2006),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.005-00.368,K,6.006,-0.367,162,G006.014-00.364a,,14.2;-31.9,Anderson et al. (2011),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,506.68,0.00,0.00
G006.043+00.316,Q,6.044,0.316,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.049-01.451,G,6.050,-1.451,80,,G006.165-01.168,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.057-00.033,Q,6.057,-0.033,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.077-00.135,K,6.077,-0.134,336,G006.083-00.117,,8.8,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.092-00.541,Q,6.092,-0.540,420,,G006.148-00.635,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.100-01.263,K,6.100,-1.262,1459,G006.165-01.168,G006.165-01.168,3.1,Lockman (1989),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.117-00.661,G,6.118,-0.660,76,,G006.148-00.635,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G006.119-00.622,Q,6.120,-0.622,39,,G006.148-00.635,,,15.9,NH3,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
